TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
313,1,Stim,1,1,991.254633333333,992.219866666667,-0.0540333333333365,0.965000000000032,1000.00000002365,2,1,1,1,2,2,2,2.07253886010356,0.269620897726666,20.3019056772457,17.9999999995744,-0.00702081819245591,-7.57815916541671e-05,180.618417488707,0.0070212271677502,14.6275948349283,6.66403130147771,9.9733606627461,6.66402851514581
314,1,Stim,1,1,994.5968,995.588366666667,-0.0493666666667423,0.991999999999962,1000.00000002365,1,0.4545,1,1,18,1,1,1.00806451612907,0.118661029686334,23.094148167698,37.9999999991014,-0.676223759432688,-0.736696292361189,227.450745600512,1,3.46944695203566e-14,1.33280476472635,3.98934406818597,17.4906663799372
316,1,Stim,1,1,1000.58103333333,1001.57136666667,-0.0542000000000371,0.990000000000009,1000.00000002365,4,0.6363,1,1,19,13,7,7.07070707070701,0.0231860678440025,7.35436371056979,33.999999999196,0.128674264410011,0.28500850332832,65.7020054306148,0.312708991381614,3.98934429220504,1.73472347601783e-15,3.98934058834256,7.80757350080957e-08
317,1,Stim,1,1,1003.92203333333,1004.90803333333,-0.0468333333333248,0.98599999999999,1000.00000002365,2,-0.0909,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680327619735,6.6640292524767,7.97868799082851,3.99841715259962
318,1,NonStim,0,1,1007.291,1008.27356666667,NaN,0.982999999999947,1000.00000002365,2,-0.6363,-1,1,13,1,1,1.01729399796547,0.204062786880861,14.1163510821328,30.9999999992669,-0.501995771213385,0.864870074452735,120.132127234907,1,15.9573720151602,1.38777878081426e-14,13.2978126474796,5.33122418217492
319,1,NonStim,0,1,1010.6995,1011.6656,NaN,0.965999999999894,1000.00000002365,3,0.0909,1,0,2,2,2,2.07039337474143,0.313017505715103,30.5193271571635,20.9999999995034,-0.282231232603555,-0.0153856619118666,183.120355553256,0.282650291436942,7.97868790339063,5.33122368609789,10.6382239749762,5.33122520055327
320,1,Stim,1,1,1014.02493333333,1015.00666666667,-0.0623666666665486,0.981999999999971,1000.00000002365,2,-1,-1,1,3,13,3,3.0549898167007,0.250532273008521,27.9907493321324,30.333333332616,-0.189060342744518,-0.22514281995685,229.978638470035,0.293995072368223,11.9680250572081,5.33121144785354,10.6382509867765,1.11022302465141e-13
322,1,Stim,1,1,1020.58483333333,1021.54983333333,-0.0593666666666195,0.964999999999918,1000.00000002365,1,-0.4545,-1,1,2,4,2,2.0725388601038,0.24395461692777,25.5299229804513,38.4999999990896,-0.564116607395338,-0.673942407826374,230.069327589102,0.878877645526405,3.98934291028753,3.99841269620481,5.31912328500198,1.33279640528956
323,1,Stim,1,1,1023.92506666667,1024.89396666667,-0.0542333333332863,0.967999999999961,1000.00000002365,4,0.3636,1,0,13,23,12,12.3966942148765,0.0553647977108195,9.70391725174279,38.0833333324328,0.145974528467393,-0.134096409734538,317.428522112727,0.198218087128725,5.31912165842321,2.77555756162852e-14,2.77555756162852e-14,1.38777878081426e-14
324,1,NonStim,0,1,1027.22616666667,1028.23516666667,NaN,1.00899999999979,1000.00000002365,2,0.6363,1,1,2,2,1,0.991080277502687,0.190345904476211,27.1115278598585,21.9999999994798,-0.849269137279612,-0.52796016181559,211.867734507016,1,11.9680276408673,5.33122233301209,10.6382265488223,6.66400735483945
325,1,Stim,1,1,1030.53516666667,1031.50886666667,-0.0549333333333379,0.972999999999956,1000.00000002365,4,-0.0909,-1,0,13,1,1,1.02774922918812,0.191274550648059,22.0484183108827,47.999999998865,-0.736967091215984,-0.675928625273891,222.526304868881,1,3.98934408135813,3.46944695203566e-15,3.98934289279033,13.4711000227266
326,1,Stim,1,1,1033.86976666667,1034.83516666667,-0.0553666666667141,0.966000000000122,1000.00000002365,1,0.0909,1,1,2,1,1,1.03519668737047,0.136892454316004,13.3560102063726,17.9999999995744,-0.868059265595952,-0.49646058394702,209.766109090585,1,2.65956225460477,11.9069073991267,5.31912089632218,12.9230784255834
327,1,NonStim,0,1,1037.14443333333,1038.11833333333,NaN,0.973999999999933,1000.00000002365,4,-0.6363,-1,0,2,15,2,2.05338809034922,0.161318415615083,21.2651153376454,45.4999999989241,-0.780881524860782,-0.114009953339021,188.3065850379,0.789160456009591,2.65956199047967,19.0589508816063,1.32978128621148,2.77555756162852e-14
328,1,NonStim,0,1,1040.44416666667,1041.42876666667,NaN,0.984000000000151,1000.00000002365,2,-1,-1,0,1,1,1,1.01626016260147,0.257245907342924,30.6172778546334,20.9999999995034,-0.625468182156035,-0.780249673572777,231.283440965584,1,11.9680278323747,7.99683143648008,9.30846235876707,5.33122372860901
329,1,Stim,1,1,1043.79583333333,1044.7784,-0.0564666666666653,0.982999999999947,1000.00000002365,4,0.1818,1,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.31912495271171,22.8400202023808,3.98934168820555,1.38777878081426e-14
331,1,NonStim,0,1,1050.08893333333,1051.06373333333,NaN,0.975000000000136,1000.00000002365,3,-1,-1,1,2,2,2,2.05128205128176,0.28280086451991,31.7154392252402,14.9999999996453,-0.418964758774656,-0.190369607203156,204.436143058739,0.460186979869911,10.6382383125511,3.9984179535165,10.6382507792476,5.33121383167275
333,1,Stim,1,1,1056.4564,1057.42863333333,-0.0581666666666933,0.97199999999998,1000.00000002365,1,-0.0909,-1,0,17,3,2,2.05761316872432,0.128033823505806,13.0124174713909,31.4999999992551,-0.616059216417913,-0.0465832805420548,184.324188091345,0.617817902103454,5.31912365038317,5.2673929284458e-14,3.98934126456846,2.66560811680751
334,1,Stim,1,1,1059.7318,1060.7148,-0.0570333333332655,0.982999999999947,1000.00000002365,1,-0.3636,-1,1,3,2,2,2.03458799593093,0.400898451518906,40.146197205877,19.4999999995389,-0.19057206100379,-0.0390321979735372,191.575005936853,0.194528205959644,5.31911557708408,1.33280538256306,3.98934372191313,5.33111559640048
335,1,Stim,1,1,1063.17373333333,1064.14913333333,-0.053000000000111,0.975999999999885,1000.00000002365,4,-1,-1,0,5,13,2,2.04918032786909,0.212111450950171,28.4209993538527,48.9999999988413,-0.651963179883057,-0.114891826802384,189.99430024793,0.66200915385606,5.31912272716177,1.33280370564041,3.98934255710947,1.38777878081426e-14
337,1,Stim,1,1,1068.00723333333,1068.9832,-0.0528000000001612,0.975999999999885,1000.00000002365,1,-1,-1,1,3,10,3,3.07377049180364,0.106575047082889,13.739892454101,32.9999999992197,-0.457887366392646,0.214371610767196,154.912161484851,0.505584837396174,5.31907968657392,1.33280453347103,5.55111512325705e-14,3.99841241883935
338,1,NonStim,0,1,1071.5247,1072.5098,NaN,0.9849999999999,1000.00000002365,3,-0.1818,-1,0,3,2,2,2.03045685279208,0.280014100372967,31.4112163691459,29.4999999993024,-0.120966340296597,-0.0701543195185447,210.111550619235,0.139837348486955,6.64888925315714,1.33280169569332,11.9680214375908,7.99682491688726
340,1,Stim,1,1,1077.4836,1078.44506666667,-0.0591333333334205,0.961999999999989,1000.00000002365,2,0.3636,1,1,4,2,2,2.0790020790021,0.227160943977081,25.8631972137884,16.999999999598,-0.497872562926226,-0.656115724305581,232.808110894201,0.823629123207628,11.9680210333435,5.33118020180412,11.9680061473217,5.33122417290242
342,1,NonStim,0,1,1083.1268,1084.10153333333,NaN,0.975000000000136,1000.00000002365,1,-0.1818,-1,1,6,14,4,4.10256410256353,0.210283535764971,28.0449429825306,32.7499999992256,-0.522075842727228,-0.351872981065712,213.97950697762,0.629585403550159,1.32978111204743,3.998418802263,5.31911616322566,5.55111512325705e-14
343,1,NonStim,0,1,1086.53566666667,1087.51833333333,NaN,0.982999999999947,1000.00000002365,4,-0.3636,-1,0,18,11,6,6.1037639877928,0.0909171294352091,12.6658823075319,36.4999999991369,-0.161233606101258,-0.418304290210818,248.921055629376,0.448302080014349,1.32978142428831,3.46944695203566e-15,1.32978038597114,1.33280546844763
344,1,NonStim,0,1,1089.80256666667,1090.7678,NaN,0.964999999999918,1000.00000002365,4,0.6363,1,1,1,1,1,1.0362694300519,0.162392750512779,15.8960669240109,29.9999999992906,-0.994667843747272,0.103130405871168,174.08053809405,1,3.98933775692947,1.33279767800747,3.98933945217464,3.99841762548253
345,1,NonStim,0,1,1093.21926666667,1094.19403333333,NaN,0.974999999999909,1000.00000002365,2,0.3636,1,0,2,8,2,2.05128205128224,0.31622254151311,38.275922975795,23.9999999994325,-0.0961783282557625,-0.988728038891352,264.444044359699,0.993394889113092,13.2978106638999,5.33122480101106,7.9786851897055,1.33280597608143
346,1,NonStim,0,1,1096.52843333333,1097.49403333333,NaN,0.965999999999894,1000.00000002365,4,-0.4545,-1,0,17,16,10,10.3519668737071,0.052950206562745,9.25270627170678,34.6999999991795,0.155616992627158,0.119680011928349,37.5627238461131,0.196315953629578,1.3297813126743,5.55111512325705e-14,2.659559599047,5.55111512325705e-14
347,1,NonStim,0,1,1099.77973333333,1100.75446666667,NaN,0.974999999999909,1000.00000002365,1,0.4545,1,0,2,2,2,2.05128205128224,0.311430281378319,29.7263761457298,27.9999999993379,-0.407612381789078,-0.852071301266908,244.43456142578,0.94454928734844,3.98933995872026,5.3310979739864,3.98934085633241,3.99841483730674
348,1,NonStim,0,1,1103.1961,1104.16236666667,NaN,0.966000000000122,1000.00000002365,4,0.1818,1,1,4,2,2,2.07039337474094,0.174414624484513,20.6508869015808,28.9999999993142,-0.494645998338032,-0.866532119053526,240.280805996168,0.997773810551881,3.98934261378106,1.3328034915629,3.9893440534501,3.9984178213151
